location,continent,date,iso_code,tests_units,aged_65_older,aged_70_older,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,median_age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
South Africa,Africa,13/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,4,0.067,0,0,76,0.001,103,0.002,1,59308690,46.754,0.022,13.89,45.062,17,0.287,0,0,924,0.016,0
South Africa,Africa,14/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,7,0.118,0,0,93,0.002,111,0.002,1,59308690,46.754,0.03,13.89,33.783,24,0.405,0,0,1017,0.017,0
South Africa,Africa,15/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,0,0,0,0,459,0.008,162,0.003,1,59308690,46.754,0.019,19.44,51.545,24,0.405,0,0,1476,0.025,0
South Africa,Africa,16/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,27,0.455,0,0,929,0.016,280,0.005,1,59308690,46.754,0.024,38.89,40.833,51,0.86,0,0,2405,0.041,0
South Africa,Africa,17/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,11,0.185,0,0,506,0.009,338,0.006,1,59308690,46.754,0.023,38.89,43.018,62,1.045,0,0,2911,0.049,0
South Africa,Africa,18/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,23,0.388,0,0,159,0.003,346,0.006,1,59308690,46.754,0.032,55.56,31.051,85,1.433,0,0,3070,0.052,0
South Africa,Africa,19/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,31,0.523,0,0,1762,0.03,569,0.01,1,59308690,46.754,0.026,55.56,38.67,116,1.956,0,0,4832,0.081,0
South Africa,Africa,20/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,34,0.573,0,0,1606,0.027,788,0.013,1,59308690,46.754,0.024,55.56,41.474,150,2.529,0,0,6438,0.109,0
South Africa,Africa,21/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,55,0.927,0,0,987,0.017,915,0.015,1,59308690,46.754,0.028,55.56,35.387,205,3.456,0,0,7425,0.125,0
South Africa,Africa,22/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,35,0.59,0,0,1890,0.032,1120,0.019,1,59308690,46.754,0.028,55.56,36.296,240,4.047,0,0,9315,0.157,0
South Africa,Africa,23/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,34,0.573,0,0,3500,0.059,1487,0.025,1,59308690,46.754,0.021,55.56,46.677,274,4.62,0,0,12815,0.216,0
South Africa,Africa,24/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,128,2.158,0,0,2714,0.046,1803,0.03,1,59308690,46.754,0.027,55.56,37.121,402,6.778,0,0,15529,0.262,0
South Africa,Africa,25/03/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,0,155,2.613,0,0,,,2133,0.036,1,59308690,46.754,0.032,55.56,31.633,557,9.392,0,0,,,0
South Africa,Africa,31/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,13.171762856,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.620178817,11046,186.246,315,5.311,41486,0.699,39292,0.662,1,59308690,46.754,0.269,69.44,3.711,482169,8129.82,7812,131.718,2959535,49.901,-7812
South Africa,Africa,08/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.682721368,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.066894481,2312,38.982,46,0.776,22995,0.388,28617,0.483,1,59308690,46.754,0.078,76.85,12.839,48285,814.13,998,16.827,943059,15.901,-998
South Africa,Africa,09/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.820981040,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.122683229,2594,43.737,82,1.383,25011,0.422,29505,0.497,1,59308690,46.754,0.08,76.85,12.501,50879,857.868,1080,18.21,968070,16.323,-1080
South Africa,Africa,10/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.959240712,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.192825197,2112,35.61,82,1.383,30330,0.511,30346,0.512,1,59308690,46.754,0.081,76.85,12.365,52991,893.478,1162,19.592,998400,16.834,-1162
South Africa,Africa,11/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.040173202,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.183287923,2430,40.972,48,0.809,29999,0.506,29675,0.5,1,59308690,46.754,0.086,76.85,11.607,55421,934.45,1210,20.402,1028399,17.34,-1210
South Africa,Africa,12/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.173374593,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.200860538,3147,53.061,79,1.332,32026,0.54,29936,0.505,1,59308690,46.754,0.085,76.85,11.788,58568,987.511,1289,21.734,1060425,17.88,-1289
South Africa,Africa,13/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.282970674,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.186445331,3359,56.636,65,1.096,27462,0.463,28031,0.473,1,59308690,46.754,0.094,76.85,10.61,61927,1044.147,1354,22.83,1087887,18.343,-1354
South Africa,Africa,14/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.399311130,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.164719484,3809,64.223,69,1.163,34071,0.574,28842,0.486,1,59308690,46.754,0.098,76.85,10.216,65736,1108.37,1423,23.993,1121958,18.917,-1423
South Africa,Africa,15/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.495418462,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.113138582,4302,72.536,57,0.961,26975,0.455,29411,0.496,1,59308690,46.754,0.106,76.85,9.464,70038,1180.906,1480,24.954,1148933,19.372,-1480
South Africa,Africa,16/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.643794695,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.132375940,3495,58.929,88,1.484,23580,0.398,29206,0.492,1,59308690,46.754,0.111,76.85,9.025,73533,1239.835,1568,26.438,1172513,19.77,-1568
South Africa,Africa,17/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.739902028,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.128802369,2801,47.227,57,0.961,34847,0.588,29851,0.503,1,59308690,46.754,0.112,76.85,8.952,76334,1287.063,1625,27.399,1207360,20.357,-1625
South Africa,Africa,18/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.822520612,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.081778839,4078,68.759,49,0.826,20738,0.35,28528,0.481,1,59308690,46.754,0.125,76.85,7.991,80412,1355.822,1674,28.225,1228098,20.707,-1674
South Africa,Africa,19/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,2.928744506,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.070568602,3478,58.642,63,1.062,32336,0.545,28573,0.482,1,59308690,46.754,0.127,76.85,7.899,83890,1414.464,1737,29.287,1260434,21.252,-1737
South Africa,Africa,20/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.087237300,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.087442285,3825,64.493,94,1.585,33174,0.559,29389,0.496,1,59308690,46.754,0.125,76.85,7.977,87715,1478.957,1831,30.872,1293608,21.811,-1831
South Africa,Africa,21/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.164797604,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.025226314,4966,83.731,46,0.776,34452,0.581,29443,0.496,1,59308690,46.754,0.131,76.85,7.649,92681,1562.688,1877,31.648,1328060,22.392,-1877
South Africa,Africa,22/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.254160562,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.983515241,4621,77.914,53,0.894,25116,0.423,29178,0.492,1,59308690,46.754,0.133,76.85,7.491,97302,1640.603,1930,32.542,1353176,22.816,-1930
South Africa,Africa,23/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.357012269,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.959838567,4288,72.3,61,1.029,29596,0.499,30037,0.506,1,59308690,46.754,0.133,76.85,7.494,101590,1712.902,1991,33.57,1382772,23.315,-1991
South Africa,Africa,24/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.544168654,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.981000490,4518,76.178,111,1.872,34122,0.575,29933,0.505,1,59308690,46.754,0.142,76.85,7.037,106108,1789.08,2102,35.442,1416894,23.89,-2102
South Africa,Africa,25/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.717836290,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.972342481,5688,95.905,103,1.737,43118,0.727,33131,0.559,1,59308690,46.754,0.135,76.85,7.39,111796,1884.985,2205,37.178,1460012,24.617,-2205
South Africa,Africa,26/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.864526429,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.936219641,6579,110.928,87,1.467,33092,0.558,33239,0.56,1,59308690,46.754,0.148,76.85,6.747,118375,1995.913,2292,38.645,1493104,25.175,-2292
South Africa,Africa,27/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,3.945458920,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.878160366,6215,104.791,48,0.809,35905,0.605,33629,0.567,1,59308690,46.754,0.157,76.85,6.384,124590,2100.704,2340,39.455,1529009,25.781,-2340
South Africa,Africa,28/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.068543750,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.830804249,7210,121.567,73,1.231,38075,0.642,34146,0.576,1,59308690,46.754,0.164,76.85,6.11,131800,2222.271,2413,40.685,1567084,26.423,-2413
South Africa,Africa,29/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.141045773,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.777983697,6334,106.797,43,0.725,29911,0.504,34831,0.587,1,59308690,46.754,0.167,76.85,5.971,138134,2329.068,2456,41.41,1596995,26.927,-2456
South Africa,Africa,30/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.264130602,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.753036100,6130,103.358,73,1.231,33013,0.557,35319,0.596,1,59308690,46.754,0.173,76.85,5.794,144264,2432.426,2529,42.641,1630008,27.483,-2529
South Africa,Africa,01/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.479950577,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.757170539,6945,117.099,128,2.158,36931,0.623,35721,0.602,1,59308690,46.754,0.18,76.85,5.544,151209,2549.525,2657,44.8,1666939,28.106,-2657
South Africa,Africa,02/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.635071184,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.725317417,8124,136.978,92,1.551,39188,0.661,35159,0.593,1,59308690,46.754,0.193,76.85,5.177,159333,2686.503,2749,46.351,1706127,28.767,-2749
South Africa,Africa,03/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.795250072,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.692242698,8728,147.162,95,1.602,39026,0.658,36007,0.607,1,59308690,46.754,0.197,76.85,5.073,168061,2833.666,2844,47.953,1745153,29.425,-2844
South Africa,Africa,04/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,4.977348176,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.666629028,9063,152.811,108,1.821,46925,0.791,37581,0.634,1,59308690,46.754,0.2,76.85,5.008,177124,2986.476,2952,49.773,1792078,30.216,-2952
South Africa,Africa,05/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,5.102119099,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.609771408,10853,182.992,74,1.248,38083,0.642,37582,0.634,1,59308690,46.754,0.214,76.85,4.683,187977,3169.468,3026,51.021,1830161,30.858,-3026
South Africa,Africa,06/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,5.393813284,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.625921220,8773,147.921,173,2.917,33950,0.572,38159,0.643,1,59308690,46.754,0.219,76.85,4.557,196750,3317.389,3199,53.938,1864111,31.431,-3199
South Africa,Africa,07/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,5.580969669,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.608975263,8971,151.259,111,1.872,43421,0.732,39646,0.668,1,59308690,46.754,0.221,76.85,4.516,205721,3468.649,3310,55.81,1907532,32.163,-3310
South Africa,Africa,08/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,5.904699632,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.622385398,10134,170.869,192,3.237,36867,0.622,39637,0.668,1,59308690,46.754,0.233,76.85,4.292,215855,3639.517,3502,59.047,1944399,32.784,-3502
South Africa,Africa,09/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,6.073308987,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.603275989,8810,148.545,100,1.686,56170,0.947,42063,0.709,1,59308690,46.754,0.222,76.85,4.507,224665,3788.062,3602,60.733,2000569,33.731,-3602
South Africa,Africa,10/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,6.272268027,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.560802051,13674,230.556,118,1.99,56663,0.955,44583,0.752,1,59308690,46.754,0.225,76.85,4.441,238339,4018.619,3720,62.723,2057232,34.687,-3720
South Africa,Africa,11/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,6.508321125,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.539768716,12348,208.199,140,2.361,51338,0.866,45213,0.762,1,59308690,46.754,0.232,76.85,4.302,250687,4226.817,3860,65.083,2108570,35.552,-3860
South Africa,Africa,01/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.151601898,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.089771441,1716,28.933,40,0.674,17617,0.297,20852,0.352,1,59308690,46.754,0.069,80.56,14.452,32683,551.066,683,11.516,742742,12.523,-683
South Africa,Africa,02/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.188695957,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.051983584,1674,28.225,22,0.371,18792,0.317,22220,0.375,1,59308690,46.754,0.069,80.56,14.48,34357,579.291,705,11.887,761534,12.84,-705
South Africa,Africa,03/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.273000634,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.108231878,1455,24.533,50,0.843,24445,0.412,21569,0.364,1,59308690,46.754,0.076,80.56,13.074,35812,603.824,755,12.73,785979,13.252,-755
South Africa,Africa,04/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.335386096,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.110592938,1713,28.883,37,0.624,34696,0.585,23565,0.397,1,59308690,46.754,0.07,80.56,14.235,37525,632.707,792,13.354,820675,13.837,-792
South Africa,Africa,05/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.429807335,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.078838988,3267,55.085,56,0.944,30196,0.509,24385,0.411,1,59308690,46.754,0.078,80.56,12.749,40792,687.791,848,14.298,850871,14.346,-848
South Africa,Africa,06/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.530972948,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.090528158,2642,44.547,60,1.012,40797,0.688,27112,0.457,1,59308690,46.754,0.075,80.56,13.371,43434,732.338,908,15.31,891668,15.034,-908
South Africa,Africa,07/06/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,1.605161065,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,2.070780676,2539,42.81,44,0.742,28396,0.479,27848,0.47,1,59308690,46.754,0.077,80.56,12.991,45973,775.148,952,16.052,920064,15.513,-952
South Africa,Africa,12/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,6.695477509,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.503119038,13497,227.572,111,1.872,45821,0.773,46319,0.781,1,59308690,46.754,0.235,80.56,4.255,264184,4454.389,3971,66.955,2154391,36.325,-3971
South Africa,Africa,13/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,6.877575613,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.476603847,12058,203.309,108,1.821,40233,0.678,47216,0.796,1,59308690,46.754,0.241,80.56,4.158,276242,4657.699,4079,68.776,2194624,37.003,-4079
South Africa,Africa,14/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,7.034382314,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.449637938,11554,194.811,93,1.568,38114,0.643,46458,0.783,1,59308690,46.754,0.252,80.56,3.962,287796,4852.51,4172,70.344,2232738,37.646,-4172
South Africa,Africa,15/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,7.327762593,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.456961635,10496,176.972,174,2.934,45389,0.765,47675,0.804,1,59308690,46.754,0.247,80.56,4.048,298292,5029.482,4346,73.278,2278127,38.411,-4346
South Africa,Africa,16/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,7.508174603,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.431607239,12757,215.095,107,1.804,46796,0.789,46336,0.781,1,59308690,46.754,0.266,80.56,3.755,311049,5244.577,4453,75.082,2324923,39.2,-4453
South Africa,Africa,17/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,7.872370811,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.440067115,13172,222.092,216,3.642,48130,0.812,45117,0.761,1,59308690,46.754,0.272,80.56,3.677,324221,5466.669,4669,78.724,2373053,40.012,-4669
South Africa,Africa,18/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,8.099993441,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.423011072,13373,225.481,135,2.276,49688,0.838,44882,0.757,1,59308690,46.754,0.277,80.56,3.615,337594,5692.151,4804,81,2422741,40.85,-4804
South Africa,Africa,19/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,8.342790913,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.410172738,13285,223.998,144,2.428,49006,0.826,45337,0.764,1,59308690,46.754,0.273,80.56,3.661,350879,5916.148,4948,83.428,2471747,41.676,-4948
South Africa,Africa,20/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,8.486108865,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.381447487,13449,226.763,85,1.433,33899,0.572,44432,0.749,1,59308690,46.754,0.283,80.56,3.531,364328,6142.911,5033,84.861,2505646,42.248,-5033
South Africa,Africa,21/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,8.722161963,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.384532209,9300,156.807,140,2.361,31275,0.527,43455,0.733,1,59308690,46.754,0.282,80.56,3.544,373628,6299.718,5173,87.222,2536921,42.775,-5173
South Africa,Africa,22/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,9.050950206,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.405979078,8170,137.754,195,3.288,48553,0.819,43907,0.74,1,59308690,46.754,0.272,80.56,3.681,381798,6437.471,5368,90.51,2585474,43.594,-5368
South Africa,Africa,23/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,10.015395720,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.503995463,13150,221.721,572,9.644,46632,0.786,43883,0.74,1,59308690,46.754,0.273,80.56,3.661,394948,6659.193,5940,100.154,2632106,44.38,-5940
South Africa,Africa,24/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,10.273368034,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.493192044,13104,220.946,153,2.58,52382,0.883,44491,0.75,1,59308690,46.754,0.269,80.56,3.715,408052,6880.138,6093,102.734,2684488,45.263,-6093
South Africa,Africa,25/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,10.694891423,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.503094816,13944,235.109,250,4.215,46324,0.781,44010,0.742,1,59308690,46.754,0.274,80.56,3.65,421996,7115.247,6343,106.949,2730812,46.044,-6343
South Africa,Africa,26/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,11.220952613,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.532703823,12204,205.771,312,5.261,42966,0.724,43147,0.727,1,59308690,46.754,0.276,80.56,3.625,434200,7321.018,6655,112.21,2773778,46.768,-6655
South Africa,Africa,27/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,11.413167278,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.519644930,11233,189.399,114,1.922,28433,0.479,42366,0.714,1,59308690,46.754,0.273,80.56,3.657,445433,7510.417,6769,114.132,2802211,47.248,-6769
South Africa,Africa,28/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,11.915623157,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.561667871,7096,119.645,298,5.025,28424,0.479,41959,0.707,1,59308690,46.754,0.269,80.56,3.723,452529,7630.062,7067,119.156,2830635,47.727,-7067
South Africa,Africa,29/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,12.235980933,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.578428792,7232,121.938,190,3.204,42528,0.717,41098,0.693,1,59308690,46.754,0.271,80.56,3.69,459761,7752.001,7257,122.36,2873163,48.444,-7257
South Africa,Africa,30/07/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,12.640643386,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.591304182,11362,191.574,240,4.047,44886,0.757,40849,0.689,1,59308690,46.754,0.266,80.56,3.754,471123,7943.575,7497,126.406,2918049,49.201,-7497
South Africa,Africa,01/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.173667636,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.823977333,297,5.008,0,0,9992,0.168,9305,0.157,1,59308690,46.754,0.026,84.26,38.45,5647,95.214,103,1.737,217522,3.668,-103
South Africa,Africa,02/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.195586852,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.949252227,304,5.126,13,0.219,13164,0.222,9955,0.168,1,59308690,46.754,0.025,84.26,40.257,5951,100.339,116,1.956,230686,3.89,-116
South Africa,Africa,03/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.207389507,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.941287879,385,6.491,7,0.118,15061,0.254,11015,0.186,1,59308690,46.754,0.026,84.26,39.041,6336,106.831,123,2.074,245747,4.144,-123
South Africa,Africa,04/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.220878256,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.931298835,447,7.537,8,0.135,11794,0.199,11296,0.19,1,59308690,46.754,0.028,84.26,35.347,6783,114.368,131,2.209,257541,4.342,-131
South Africa,Africa,05/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.232680911,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.911357341,437,7.368,7,0.118,10523,0.177,11795,0.199,1,59308690,46.754,0.029,84.26,34.019,7220,121.736,138,2.327,268064,4.52,-138
South Africa,Africa,06/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.249541846,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.954569466,352,5.935,10,0.169,11315,0.191,11750,0.198,1,59308690,46.754,0.031,84.26,31.929,7572,127.671,148,2.495,279379,4.711,-148
South Africa,Africa,07/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.257972314,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.959528689,236,3.979,5,0.084,12774,0.215,12089,0.204,1,59308690,46.754,0.029,84.26,34.428,7808,131.65,153,2.58,292153,4.926,-153
South Africa,Africa,08/05/2020 12:00:00 AM,ZAF,people tested,5.344,3.053,200.38,0.271461062,5.52,18.9,8.1,12294.876,43.993,2.32,64.13,33.2,27.3,1.955782313,424,7.149,8,0.135,15599,0.263,12890,0.217,1,59308690,46.754,0.029,84.26,34.905,8232,138.799,161,2.715,307752,5.189,-161
